"fecha","nombre_producto","vendido"
2022-02-22,Fanta,63266.19
2019-06-25,Coca-Cola,116659.18
2018-03-25,Del Valle Naranja,71410.98
2020-05-08,Boing Mango,44584.09
2022-06-22,Sprite,86990.74
2018-04-12,Mineral Agua Mineral,43901.55
2018-04-16,Boing Mango,27144.09
2018-11-29,Sprite,46742.49
2020-03-16,Epura Agua Purificada,23752.12
2020-07-07,Sprite,97660.16
2019-05-30,Manzanita Sol,68371.02
2018-02-03,Boing Mango,65214.12
2022-08-25,Sprite,83888.12
2022-08-08,Epura Agua Purificada,66149.89
2021-07-06,Del Valle Naranja,63848.17
2018-03-13,Boing Guayaba,49279.91
2018-05-07,Sprite,83181.55
2021-06-01,Sprite,92342.52
2019-12-08,Mineral Agua Mineral,54981.82
2019-09-01,Pepsi,44485.11
2018-09-22,Boing Mango,54338.02
2019-10-19,Mineral Agua Mineral,34692.02
2019-10-24,Mineral Agua Mineral,46603.19
2022-05-08,Pepsi,75175.73
2020-12-12,Manzanita Sol,46683.39
2020-08-20,Del Valle Naranja,62341.45
2018-01-30,Fanta,87135.75
2021-12-27,Pepsi,79209.46
2022-07-22,Mineral Agua Mineral,54594.77
2022-07-03,Epura Agua Purificada,56399.19
2019-03-11,Coca-Cola,35820.18
2022-01-22,Fanta,69050.42
2020-03-06,Sprite,51901.34
2022-04-04,Manzanita Sol,44030.38
2019-01-11,Manzanita Sol,64466.62
2019-02-28,Manzanita Sol,52577.19
2018-03-03,Coca-Cola,107560.72
2018-03-03,Manzanita Sol,33837.95
2022-07-01,Del Valle Naranja,54387.69
2021-10-11,Manzanita Sol,58935.43
2018-12-26,Pepsi,82464.23
2019-10-14,Del Valle Naranja,64832.60
2022-11-19,Mineral Agua Mineral,16253.51
2019-08-30,Boing Mango,51833.49
2018-02-10,Fanta,72078.20
2018-04-20,Del Valle Naranja,54135.70
2019-03-03,Boing Mango,62678.87
2022-07-25,Coca-Cola,88520.66
2019-06-22,Manzanita Sol,62730.24
2019-07-18,Sprite,61237.28
2020-06-10,Sprite,28570.02
2019-01-06,Fanta,65962.42
2019-12-10,Sprite,58887.70
2022-01-03,Manzanita Sol,56277.28
2018-06-27,Boing Guayaba,63282.73
2019-12-05,Coca-Cola,76193.21
2021-03-19,Boing Guayaba,29119.23
2018-07-01,Pepsi,84801.96
2018-09-23,Pepsi,51328.16
2018-03-08,Pepsi,63885.50
2021-02-07,Sprite,31589.23
2019-02-15,Coca-Cola,69178.10
2022-04-10,Epura Agua Purificada,41289.10
2019-03-08,Manzanita Sol,67743.84
2020-02-02,Pepsi,68971.89
2018-03-22,Manzanita Sol,46320.26
2020-01-25,Boing Mango,25806.52
2021-01-21,Del Valle Naranja,44651.34
2019-02-08,Sprite,54447.46
2022-06-25,Sprite,79660.82
2021-12-09,Mineral Agua Mineral,70161.44
2019-02-17,Sprite,50001.26
2021-06-24,Fanta,29994.90
2022-07-13,Manzanita Sol,48471.27
2020-03-26,Coca-Cola,74114.99
2020-12-15,Coca-Cola,64277.53
2019-10-24,Boing Mango,51115.54
2021-12-19,Manzanita Sol,28657.05
2022-09-22,Sprite,6537.90
2022-12-20,Del Valle Naranja,82523.80
2019-09-27,Pepsi,64127.91
2019-06-22,Coca-Cola,99493.26
2021-04-24,Manzanita Sol,65764.13
2019-04-19,Epura Agua Purificada,31195.27
2021-05-26,Del Valle Naranja,58642.49
2022-12-22,Del Valle Naranja,59272.30
2018-03-24,Sprite,127400.09
2018-01-05,Manzanita Sol,62629.85
2020-01-27,Boing Mango,53705.25
2018-10-07,Del Valle Naranja,41014.96
2022-09-23,Fanta,53542.58
2019-03-06,Sprite,44409.19
2018-09-25,Mineral Agua Mineral,59554.20
2022-07-15,Fanta,54264.66
2021-02-19,Fanta,58109.17
2022-05-25,Coca-Cola,39955.41
2019-08-28,Boing Mango,42119.66
2019-01-17,Fanta,61328.57
2021-01-29,Sprite,77655.47
2020-06-17,Sprite,51758.08
2019-04-30,Pepsi,45862.60
2021-11-29,Pepsi,59897.66
2020-12-08,Del Valle Naranja,89504.63
2022-07-05,Sprite,80126.27
2022-06-07,Mineral Agua Mineral,32018.31
2018-04-30,Boing Mango,35575.04
2018-02-15,Sprite,43959.08
2020-07-27,Pepsi,89458.30
2022-06-17,Coca-Cola,131661.85
2020-10-09,Fanta,69838.53
2018-10-30,Del Valle Naranja,73915.22
2022-06-17,Manzanita Sol,37691.26
2019-02-09,Epura Agua Purificada,40405.83
2021-04-26,Pepsi,74582.82
2021-12-16,Sprite,89389.51
2022-03-22,Boing Mango,52172.80
2020-01-29,Boing Guayaba,70456.56
2019-02-06,Manzanita Sol,85988.70
2022-06-05,Coca-Cola,47080.96
2021-12-23,Sprite,61450.90
2018-01-14,Sprite,77334.98
2019-04-11,Epura Agua Purificada,33573.01
2019-11-22,Manzanita Sol,36055.21
2022-11-23,Manzanita Sol,44963.09
2019-05-28,Coca-Cola,93180.77
2020-08-10,Del Valle Naranja,34181.31
2022-06-29,Fanta,48249.85
2021-07-17,Fanta,52256.11
2019-07-03,Manzanita Sol,46613.02
2019-06-05,Coca-Cola,74477.64
2019-01-19,Manzanita Sol,99991.92
2018-03-06,Pepsi,55810.24
2022-03-07,Boing Mango,43366.89
2022-02-19,Fanta,61072.55
2021-09-03,Del Valle Naranja,39300.53
2022-09-21,Boing Mango,41365.41
2022-09-17,Fanta,29547.34
2021-01-03,Pepsi,81830.69
2021-04-10,Mineral Agua Mineral,51867.09
2022-08-07,Pepsi,57468.71
2022-04-27,Pepsi,86426.24
2020-04-10,Fanta,82169.94
2018-08-31,Fanta,77343.84
2021-04-12,Pepsi,65267.24
2020-05-18,Sprite,68986.67
2021-09-25,Boing Mango,64802.45
2018-09-02,Fanta,70207.82
2019-07-14,Del Valle Naranja,19798.11
2020-08-03,Fanta,70110.83
2021-06-07,Del Valle Naranja,75685.17
2021-03-24,Manzanita Sol,61018.58
2019-03-04,Epura Agua Purificada,51531.42
2022-02-19,Boing Guayaba,78132.53
2022-07-23,Boing Guayaba,53746.31
2021-02-07,Coca-Cola,56420.90
2020-03-23,Fanta,55930.37
2018-07-09,Del Valle Naranja,52197.12
2021-05-21,Del Valle Naranja,50677.54
2020-02-21,Fanta,44700.51
2018-08-08,Fanta,52362.75
2021-01-07,Coca-Cola,75228.26
2020-11-23,Fanta,80394.36
2018-01-24,Coca-Cola,128315.11
2022-05-09,Epura Agua Purificada,47412.97
2021-08-23,Boing Mango,68894.69
2020-09-18,Epura Agua Purificada,41450.14
2020-12-28,Pepsi,83347.64
2022-04-12,Sprite,57654.06
2020-01-11,Fanta,10501.04
2021-11-13,Mineral Agua Mineral,43069.26
2019-05-07,Manzanita Sol,47979.17
2019-07-01,Coca-Cola,72454.48
2021-02-14,Pepsi,47806.03
2020-07-03,Boing Mango,77493.78
2019-06-19,Mineral Agua Mineral,60242.81
2018-11-16,Pepsi,86697.85
2020-10-07,Boing Guayaba,43232.29
2018-03-31,Manzanita Sol,70041.51
2022-05-31,Mineral Agua Mineral,12167.09
2021-05-11,Del Valle Naranja,62010.72
2022-01-21,Boing Mango,62322.48
2022-10-25,Boing Mango,41261.12
2018-06-18,Pepsi,33410.16
2020-09-07,Fanta,75533.75
2018-10-20,Coca-Cola,87379.40
2019-10-15,Boing Guayaba,58150.08
2021-06-25,Boing Mango,40984.37
2020-04-04,Del Valle Naranja,78405.11
2020-11-01,Pepsi,90127.51
2018-06-12,Manzanita Sol,85035.56
2021-04-07,Mineral Agua Mineral,72242.62
2021-05-26,Coca-Cola,65122.09
2020-03-14,Manzanita Sol,55430.96
2019-09-03,Manzanita Sol,55060.30
2020-01-04,Coca-Cola,49910.80
2022-10-24,Del Valle Naranja,48082.37
2018-12-11,Boing Mango,48157.13
2022-09-21,Pepsi,43111.08
2018-08-11,Del Valle Naranja,70790.09
2020-01-03,Boing Mango,74522.98
2018-08-17,Sprite,46373.16
2019-12-26,Boing Mango,62146.77
2018-11-11,Pepsi,45607.62
2020-02-04,Boing Mango,69758.71
2022-03-26,Sprite,60115.60
2018-04-09,Coca-Cola,104217.61
2019-06-12,Boing Mango,47207.05
2020-08-10,Coca-Cola,59724.40
2020-10-01,Del Valle Naranja,37529.03
2018-07-31,Mineral Agua Mineral,36936.80
2020-02-24,Coca-Cola,87720.45
2019-12-24,Del Valle Naranja,65460.33
2019-05-14,Boing Mango,49777.44
2022-04-15,Del Valle Naranja,56537.62
2022-07-18,Boing Mango,59894.17
2018-05-19,Pepsi,57814.00
2021-11-02,Del Valle Naranja,85695.22
2020-03-30,Sprite,84745.82
2022-05-09,Fanta,44635.24
2021-10-06,Fanta,86109.23
2018-06-18,Boing Mango,42341.70
2021-01-17,Manzanita Sol,71885.80
2022-03-16,Epura Agua Purificada,18679.82
2020-06-08,Mineral Agua Mineral,31046.66
2020-10-30,Pepsi,42863.49
2019-06-24,Manzanita Sol,73858.50
2020-05-18,Mineral Agua Mineral,64426.04
2018-09-09,Del Valle Naranja,55205.19
2019-06-30,Epura Agua Purificada,29401.17
2022-08-04,Fanta,73190.94
2020-03-28,Manzanita Sol,58615.02
2020-10-04,Coca-Cola,78823.08
2021-03-14,Boing Mango,30917.38
2020-03-03,Boing Mango,22454.15
2020-02-17,Fanta,58002.75
2021-03-04,Sprite,76409.26
2018-07-04,Mineral Agua Mineral,37129.51
2019-03-28,Coca-Cola,49213.99
2022-04-04,Del Valle Naranja,23509.72
2020-10-25,Pepsi,62647.09
2019-07-19,Manzanita Sol,72254.73
2021-07-31,Epura Agua Purificada,59328.32
2021-08-23,Sprite,40464.51
2018-09-10,Sprite,53968.76
2022-12-11,Fanta,49540.68
2022-12-09,Coca-Cola,117228.11
2019-12-18,Manzanita Sol,67027.01
2020-09-28,Pepsi,68648.99
2020-10-06,Sprite,52585.35
2022-07-21,Boing Mango,86869.66
2020-06-22,Del Valle Naranja,58306.56
2022-08-02,Epura Agua Purificada,35993.36
2021-09-10,Epura Agua Purificada,50811.10
2019-06-20,Manzanita Sol,52612.27
2022-05-03,Coca-Cola,74946.35
2021-09-30,Epura Agua Purificada,44348.62
2020-08-14,Pepsi,74181.51
2019-06-23,Manzanita Sol,110734.10
2021-11-19,Del Valle Naranja,60098.12
2018-03-30,Epura Agua Purificada,39758.88
2020-05-16,Sprite,75953.89
2019-03-17,Manzanita Sol,35705.38
2021-01-19,Sprite,52865.38
2020-03-13,Coca-Cola,65819.62
2020-02-15,Del Valle Naranja,63146.67
2019-06-30,Coca-Cola,41680.73
2020-04-02,Del Valle Naranja,51565.54
2022-11-09,Epura Agua Purificada,72611.56
2021-07-28,Boing Mango,80655.41
2020-09-23,Pepsi,48300.67
2020-01-23,Pepsi,39845.23
2018-01-17,Fanta,87780.63
2019-08-23,Coca-Cola,76746.51
2019-03-25,Manzanita Sol,64897.31
2020-07-23,Del Valle Naranja,85127.85
2022-09-24,Manzanita Sol,44937.33
2022-10-13,Epura Agua Purificada,25252.61
2020-09-07,Coca-Cola,105999.40
2022-09-07,Mineral Agua Mineral,24512.51
2020-10-18,Sprite,48472.71
2018-10-26,Coca-Cola,129652.83
2021-05-15,Del Valle Naranja,65721.16
2019-06-08,Pepsi,69475.70
2018-12-23,Del Valle Naranja,54401.27
2021-05-23,Fanta,40030.66
2022-08-01,Coca-Cola,83933.28
2018-11-19,Boing Mango,68681.41
2019-08-28,Boing Guayaba,75204.41
2021-09-03,Manzanita Sol,44809.14
2020-10-01,Manzanita Sol,95912.82
2018-06-11,Mineral Agua Mineral,71865.62
2021-06-15,Boing Guayaba,42300.62
2018-05-27,Mineral Agua Mineral,38364.36
2021-05-25,Manzanita Sol,81468.85
2018-05-09,Del Valle Naranja,40918.72
2018-08-07,Boing Guayaba,69685.99
2018-09-22,Coca-Cola,84856.92
2019-05-17,Pepsi,78773.07
2018-06-21,Mineral Agua Mineral,39014.74
2018-08-22,Manzanita Sol,37194.06
2020-10-26,Sprite,36419.03
2018-11-05,Epura Agua Purificada,67770.36
2021-05-31,Mineral Agua Mineral,53243.75
2021-02-12,Epura Agua Purificada,40552.64
2022-01-17,Manzanita Sol,74988.64
2018-09-20,Fanta,71547.08
2019-04-27,Mineral Agua Mineral,30671.90
2021-09-06,Coca-Cola,60779.76
2019-04-30,Manzanita Sol,75526.76
2022-02-04,Sprite,79570.25
2019-04-19,Boing Mango,58075.47
2018-05-16,Boing Guayaba,94105.42
2018-02-23,Del Valle Naranja,50863.29
2020-07-06,Manzanita Sol,56670.18
2020-01-31,Sprite,69536.65
2021-07-03,Coca-Cola,83283.43
2018-07-16,Sprite,75936.75
2020-07-19,Manzanita Sol,42623.96
2018-10-14,Epura Agua Purificada,22240.21
2022-10-30,Fanta,29095.67
2022-09-24,Coca-Cola,64209.45
2021-03-08,Sprite,60251.21
2018-05-01,Boing Guayaba,19194.23
2019-07-03,Coca-Cola,60676.39
2021-09-12,Del Valle Naranja,73608.25
2019-08-18,Epura Agua Purificada,54878.31
2019-09-24,Fanta,67414.07
2019-10-16,Manzanita Sol,97522.08
2019-12-24,Epura Agua Purificada,29468.73
2022-12-02,Del Valle Naranja,33903.39
2022-05-25,Sprite,33540.48
2020-08-29,Boing Guayaba,63498.42
2018-01-15,Coca-Cola,53295.65
2020-03-17,Manzanita Sol,70531.57
2022-11-10,Epura Agua Purificada,32692.64
2018-05-21,Coca-Cola,36318.77
2018-08-30,Fanta,45718.39
2022-11-06,Epura Agua Purificada,22772.47
2020-03-27,Sprite,57264.57
2018-07-26,Sprite,74990.39
2022-12-27,Epura Agua Purificada,41012.57
2019-08-19,Fanta,72803.16
2021-12-23,Pepsi,60462.38
2022-12-16,Mineral Agua Mineral,32374.78
2022-05-14,Fanta,95795.96
2018-10-29,Fanta,91077.54
2019-02-01,Pepsi,60831.03
2018-02-26,Del Valle Naranja,59079.70
2019-06-25,Mineral Agua Mineral,70576.09
2021-04-28,Epura Agua Purificada,46075.65
2019-01-20,Manzanita Sol,75028.40
2019-10-10,Mineral Agua Mineral,38260.21
2018-10-10,Coca-Cola,66626.29
2018-06-26,Coca-Cola,57339.42
2021-03-01,Epura Agua Purificada,31617.90
2019-08-31,Coca-Cola,45385.43
2020-05-22,Del Valle Naranja,70708.47
2019-11-08,Sprite,93544.00
2018-08-16,Epura Agua Purificada,44018.00
2018-12-23,Pepsi,108681.10
2022-05-31,Coca-Cola,89942.75
2019-05-15,Coca-Cola,86355.93
2022-04-17,Coca-Cola,70804.80
2022-01-29,Del Valle Naranja,82557.46
2020-01-21,Manzanita Sol,64241.10
2019-10-31,Coca-Cola,93653.06
2020-02-15,Epura Agua Purificada,37416.33
2021-03-21,Pepsi,76972.43
2018-03-21,Manzanita Sol,37185.24
2018-04-23,Coca-Cola,55670.51
2018-10-25,Epura Agua Purificada,46682.50
2018-11-22,Boing Guayaba,53698.04
2018-10-07,Coca-Cola,56647.94
2022-10-16,Fanta,21758.38
2020-04-01,Mineral Agua Mineral,52573.62
2018-09-19,Manzanita Sol,78022.72
2019-10-03,Manzanita Sol,77910.55
2018-07-05,Del Valle Naranja,85156.72
2019-02-19,Del Valle Naranja,36985.94
2019-08-12,Boing Mango,52931.51
2021-09-02,Fanta,66786.28
2018-05-22,Del Valle Naranja,48238.29
2022-09-16,Pepsi,70176.70
2021-10-11,Mineral Agua Mineral,64105.53
2022-02-28,Manzanita Sol,66845.64
2020-01-15,Manzanita Sol,43718.55
2019-12-23,Coca-Cola,63762.96
2022-07-31,Coca-Cola,45546.68
2018-05-10,Boing Mango,61788.91
2021-03-06,Mineral Agua Mineral,37668.21
2021-08-23,Coca-Cola,83227.13
2020-12-20,Del Valle Naranja,53857.35
2021-06-25,Del Valle Naranja,71292.18
2020-05-09,Coca-Cola,60671.26
2018-11-20,Del Valle Naranja,65866.59
2021-01-26,Mineral Agua Mineral,48561.82
2020-05-20,Manzanita Sol,58847.92
2018-01-03,Del Valle Naranja,66645.32
2019-10-09,Pepsi,77530.05
2019-11-14,Pepsi,79653.76
2021-09-05,Epura Agua Purificada,40321.76
2018-12-04,Fanta,91365.75
2020-07-20,Del Valle Naranja,71871.85
2022-02-18,Del Valle Naranja,66728.96
2022-11-28,Manzanita Sol,23036.25
2020-11-28,Del Valle Naranja,57672.84
2020-03-29,Manzanita Sol,92723.22
2019-01-01,Manzanita Sol,52187.43
2021-10-24,Del Valle Naranja,81845.68
2021-08-07,Epura Agua Purificada,49318.45
2018-09-15,Sprite,59818.75
2018-05-17,Coca-Cola,57626.20
2021-05-03,Boing Mango,37810.61
2019-03-22,Fanta,43952.15
2019-06-10,Manzanita Sol,69086.81
2022-03-19,Coca-Cola,34813.97
2020-06-18,Boing Guayaba,44195.02
2021-01-16,Del Valle Naranja,67779.92
2022-10-03,Mineral Agua Mineral,31332.18
2018-10-25,Boing Mango,47433.79
2020-06-01,Coca-Cola,54250.43
2022-05-25,Boing Guayaba,48641.47
2020-05-24,Boing Mango,35149.04
2019-05-19,Sprite,80935.84
2021-12-26,Pepsi,56717.36
2019-08-03,Coca-Cola,77582.58
2022-05-07,Fanta,64233.54
2021-09-06,Del Valle Naranja,57962.45
2019-10-13,Pepsi,25846.96
2021-06-01,Boing Mango,56460.81
2022-05-23,Coca-Cola,37776.37
2020-10-30,Epura Agua Purificada,39470.02
2022-04-15,Mineral Agua Mineral,39742.29
2019-11-03,Boing Mango,25592.91
2022-03-12,Manzanita Sol,88331.81
2022-09-07,Boing Mango,54220.48
2018-01-20,Coca-Cola,66563.17
2021-11-17,Fanta,87919.88
2019-02-25,Boing Guayaba,110526.49
2022-07-07,Boing Mango,68520.21
2021-02-12,Mineral Agua Mineral,27098.87
2018-04-09,Boing Mango,47609.06
2018-11-07,Coca-Cola,49146.41
2021-11-08,Pepsi,40217.44
2022-08-15,Fanta,48029.52
2022-04-08,Epura Agua Purificada,25155.35
2020-08-25,Boing Mango,57497.42
2020-09-04,Del Valle Naranja,72221.30
2021-12-08,Boing Guayaba,39753.42
2018-05-26,Pepsi,78253.77
2021-11-27,Mineral Agua Mineral,29353.01
2019-05-02,Fanta,57178.45
2020-02-16,Pepsi,61931.97
2018-11-30,Coca-Cola,60953.50
2019-01-16,Sprite,72128.51
2021-12-05,Epura Agua Purificada,32666.13
2022-04-15,Epura Agua Purificada,33680.58
2021-02-17,Sprite,33515.50
2018-11-01,Fanta,54965.53
2020-12-27,Pepsi,109543.84
2021-11-11,Boing Mango,40688.85
2021-02-08,Manzanita Sol,48803.80
2020-06-06,Sprite,65299.29
2019-05-31,Mineral Agua Mineral,54575.62
2021-07-28,Del Valle Naranja,55508.06
2021-05-17,Boing Mango,87659.81
2022-12-29,Fanta,50652.70
2020-10-19,Sprite,68127.65
2020-05-18,Fanta,59600.05
2019-09-30,Coca-Cola,65269.40
2018-11-24,Coca-Cola,99869.09
2021-01-03,Mineral Agua Mineral,48027.70
2020-04-27,Pepsi,46861.37
2020-07-03,Boing Guayaba,32957.17
2018-03-22,Fanta,58638.58
2021-08-17,Pepsi,63812.85
2022-10-25,Del Valle Naranja,43518.86
2020-12-20,Fanta,57733.76
2022-10-30,Sprite,80896.07
2020-02-08,Fanta,70576.90
2021-01-30,Fanta,86579.34
2018-07-05,Manzanita Sol,54833.50
2018-12-02,Mineral Agua Mineral,55204.70
2022-03-23,Del Valle Naranja,72322.36
2019-11-14,Sprite,38497.63
2021-05-29,Boing Guayaba,33285.40
2022-12-06,Sprite,47138.86
2020-02-28,Fanta,108449.93
2018-04-03,Coca-Cola,61512.39
2021-04-20,Boing Mango,75162.54
2022-07-21,Manzanita Sol,89146.08
2022-06-08,Fanta,72601.67
2021-01-15,Manzanita Sol,81277.07
2020-01-13,Boing Guayaba,59784.33
2019-11-23,Mineral Agua Mineral,49577.65
2021-09-11,Coca-Cola,69254.77
2018-08-26,Pepsi,91001.95
2018-03-04,Boing Mango,45216.84
2018-10-17,Del Valle Naranja,100943.30
2019-09-22,Boing Mango,66740.95
2018-11-06,Boing Mango,55480.23
2022-05-09,Sprite,68818.44
2018-01-26,Boing Mango,47043.56
2021-10-15,Del Valle Naranja,22685.21
2022-03-30,Fanta,62307.23
2021-03-25,Fanta,56847.24
2019-12-14,Sprite,63962.90
2020-06-24,Pepsi,80728.51
2022-03-26,Manzanita Sol,67855.39
2018-12-21,Boing Mango,62783.81
2022-04-18,Del Valle Naranja,66941.60
2019-08-24,Epura Agua Purificada,49658.39
2022-12-16,Boing Mango,45543.11
2022-12-21,Manzanita Sol,75602.07
2022-10-30,Mineral Agua Mineral,41671.18
2021-11-30,Manzanita Sol,41181.43
2022-09-04,Fanta,102027.34
2018-12-23,Epura Agua Purificada,55321.98
2018-12-13,Epura Agua Purificada,39979.98
2019-07-04,Boing Guayaba,60544.25
2020-03-29,Del Valle Naranja,59352.47
2019-09-01,Boing Mango,37484.13
2018-11-03,Coca-Cola,83413.68
2022-12-19,Boing Mango,29326.84
2020-05-02,Manzanita Sol,47518.25
2021-09-14,Coca-Cola,70925.49
2020-11-29,Fanta,29730.36
2020-06-23,Epura Agua Purificada,32580.63
2019-11-28,Sprite,41861.89
2020-05-25,Sprite,90830.81
2021-12-05,Coca-Cola,106687.43
2019-09-14,Boing Mango,59195.99
2020-03-11,Sprite,67284.77
2021-03-20,Epura Agua Purificada,39376.83
2022-08-27,Epura Agua Purificada,69053.21
2019-03-19,Manzanita Sol,31221.89
2022-12-19,Coca-Cola,43625.29
2020-02-25,Pepsi,65100.84
2021-04-04,Manzanita Sol,72091.49
2020-01-26,Sprite,97288.33
2019-10-07,Fanta,53677.51
2022-03-20,Fanta,19878.36
2021-09-10,Boing Mango,79448.39
2018-07-08,Fanta,65019.25
2021-04-07,Coca-Cola,60238.33
2021-11-06,Boing Guayaba,53132.33
2019-07-20,Epura Agua Purificada,48659.39
2019-02-23,Manzanita Sol,55604.01
2020-12-22,Manzanita Sol,78730.43
2020-05-04,Boing Mango,64260.43
2019-08-11,Manzanita Sol,43444.61
2018-05-15,Epura Agua Purificada,38244.20
2018-11-08,Sprite,74997.72
2022-03-28,Epura Agua Purificada,71380.82
2022-03-13,Fanta,55981.32
2019-10-09,Mineral Agua Mineral,41121.88
2018-04-01,Fanta,68950.56
2021-10-31,Coca-Cola,51182.75
2020-07-01,Del Valle Naranja,36536.16
2019-11-15,Fanta,49107.55
2019-07-16,Fanta,105766.36
2021-09-01,Coca-Cola,95568.22
2021-09-18,Sprite,61834.97
2022-10-14,Coca-Cola,69778.10
2018-01-17,Manzanita Sol,67370.05
2019-07-18,Coca-Cola,84855.28
2019-08-13,Del Valle Naranja,62711.51
2018-01-20,Boing Mango,74057.52
2018-06-21,Sprite,63232.47
2018-12-25,Manzanita Sol,68780.54
2018-07-18,Epura Agua Purificada,52903.48
2022-07-01,Fanta,75184.86
2022-09-08,Sprite,71246.57
2022-04-12,Boing Mango,45672.77
2022-01-11,Coca-Cola,68692.14
2022-11-08,Fanta,50902.44
2022-01-21,Del Valle Naranja,25043.11
2020-04-25,Mineral Agua Mineral,62473.12
2018-06-14,Del Valle Naranja,57201.20
2021-08-27,Sprite,70199.48
2018-07-26,Pepsi,99277.65
2018-12-15,Del Valle Naranja,74504.81
2019-01-09,Boing Guayaba,71359.41
2020-12-19,Epura Agua Purificada,39014.38
2018-01-16,Del Valle Naranja,63189.24
2022-09-03,Del Valle Naranja,27224.43
2019-02-17,Del Valle Naranja,48154.09
2019-01-09,Mineral Agua Mineral,25738.44
2020-03-26,Del Valle Naranja,53505.89
2019-08-13,Coca-Cola,63991.12
2020-06-18,Pepsi,52574.62
2020-11-26,Manzanita Sol,72490.15
2018-10-24,Pepsi,35587.64
2019-12-14,Pepsi,38656.18
2021-02-28,Manzanita Sol,82118.94
2020-01-23,Sprite,30467.11
2019-01-06,Sprite,69612.41
2021-12-23,Epura Agua Purificada,59577.87
2020-11-19,Fanta,62687.90
2019-12-07,Mineral Agua Mineral,80958.55
2019-03-27,Fanta,72557.10
2020-06-13,Coca-Cola,101098.22
2020-07-31,Manzanita Sol,65804.95
2020-11-20,Mineral Agua Mineral,24902.62
2021-03-07,Epura Agua Purificada,51714.62
2020-02-22,Mineral Agua Mineral,71349.01
2018-12-02,Fanta,13555.77
2018-04-01,Manzanita Sol,78640.15
2018-07-01,Fanta,29800.16
2020-07-23,Epura Agua Purificada,75143.80
2018-08-04,Pepsi,60066.85
2018-06-21,Manzanita Sol,42698.88
2019-08-20,Sprite,59567.84
2022-03-08,Del Valle Naranja,72595.80
2019-05-11,Epura Agua Purificada,52148.10
2018-07-21,Sprite,91258.58
2019-10-04,Fanta,42459.09
2021-11-07,Mineral Agua Mineral,37662.87
2020-04-22,Sprite,63118.97
2019-11-23,Fanta,49142.60
2019-12-06,Mineral Agua Mineral,47738.55
2020-08-09,Sprite,76206.51
2020-08-02,Pepsi,38893.11
2020-01-31,Boing Mango,52385.45
2022-12-28,Boing Mango,36257.82
2019-02-13,Boing Mango,31045.60
2018-06-28,Boing Mango,69075.45
2020-02-19,Boing Guayaba,54377.20
2021-01-24,Coca-Cola,71227.46
2018-07-07,Manzanita Sol,46085.43
2022-07-23,Coca-Cola,71208.57
2021-03-11,Boing Mango,49892.39
2021-08-25,Manzanita Sol,80096.86
2021-11-15,Epura Agua Purificada,32359.96
2022-09-28,Pepsi,88803.55
2021-01-26,Coca-Cola,71937.85
2019-11-07,Sprite,41113.73
2021-08-26,Boing Mango,67345.23
2019-02-05,Epura Agua Purificada,16707.04
2021-10-28,Boing Mango,28592.53
2019-12-10,Manzanita Sol,64709.66
2020-10-07,Sprite,44432.65
2018-07-25,Epura Agua Purificada,34897.74
2019-10-31,Fanta,74466.10
2020-12-06,Boing Mango,35425.30
2020-12-30,Boing Mango,70825.72
2018-03-24,Mineral Agua Mineral,61757.98
2022-02-01,Epura Agua Purificada,30689.23
2020-04-07,Fanta,87605.10
2019-06-14,Coca-Cola,114591.01
2022-12-24,Del Valle Naranja,42323.32
2018-12-10,Fanta,63671.12
2022-04-11,Boing Mango,56455.93
2020-12-27,Epura Agua Purificada,50510.83
2020-04-04,Mineral Agua Mineral,35740.71
2021-10-21,Del Valle Naranja,61916.15
2021-03-20,Manzanita Sol,27020.24
2019-06-11,Sprite,52277.41
2019-05-05,Fanta,33682.04
2019-06-25,Pepsi,38125.45
2018-11-01,Del Valle Naranja,57721.10
2018-12-16,Manzanita Sol,18693.53
2021-08-25,Sprite,100972.29
2021-03-24,Sprite,70993.22
2020-05-03,Fanta,71020.16
2022-11-23,Fanta,43342.09
2022-05-11,Fanta,47875.96
2018-06-30,Boing Mango,54715.06
2022-07-29,Sprite,100600.88
2020-03-10,Sprite,84553.54
2020-03-06,Fanta,113195.14
2022-09-26,Epura Agua Purificada,25627.08
2021-09-20,Coca-Cola,30030.48
2018-03-14,Del Valle Naranja,69540.57
2020-01-31,Fanta,54506.45
2021-01-24,Sprite,99377.70
2021-10-13,Del Valle Naranja,76607.12
2021-11-18,Pepsi,70829.64
2020-08-30,Coca-Cola,47636.64
2020-08-22,Del Valle Naranja,65104.28
2018-07-15,Coca-Cola,68384.82
2021-07-07,Epura Agua Purificada,51755.23
2019-05-21,Fanta,44550.11
2019-09-09,Coca-Cola,70624.52
2020-03-15,Mineral Agua Mineral,26321.25
2021-12-28,Manzanita Sol,44641.71
2021-12-03,Fanta,57406.39
2019-07-06,Del Valle Naranja,81565.39
2022-12-12,Manzanita Sol,60837.40
2018-10-26,Del Valle Naranja,62408.44
2018-08-03,Boing Mango,39533.95
2022-10-10,Sprite,40449.37
2021-03-22,Del Valle Naranja,84494.57
2019-08-04,Coca-Cola,81627.09
2020-09-19,Mineral Agua Mineral,70126.50
2019-12-17,Coca-Cola,87504.31
2020-10-29,Coca-Cola,77817.83
2022-02-15,Coca-Cola,76323.34
2020-04-05,Epura Agua Purificada,37315.96
2022-09-23,Epura Agua Purificada,59504.68
